Name,Address,Latitude,Longitude,Category,Wardname,Ownership,LGAname,Wardcode,Func_Stats,Source,Alt_Name
Wuroyanka Primary Health Center,,9.6040303,12.0445478,Primary Health Center,Bare,National Primary Healthcare Development Agency,Numan,ADSNUM01,Functional,Measles Campaign,Primary Health Centerc
Hombo Dispensary,,9.77125,12.42972,Dispensary,Dumne,State Primary Healthcare Development Agency,Song,ADSSNG02,Functional,eHA Polio,
Kolo Matarnity Home,,9.818473125,12.62302908,Primary Health Center,Song Gari,Private,Song,ADSSNG07,Unknown,eHA Polio,
Adamawa Hospital,,9.212890625,12.47192383,Primary Health Center,Makama B,Private,Yola South,ADSYLA05,Unknown,eHA Polio,
Al Muhassan Clinic Maternity,,10.13372,12.74521,Maternity Home,Gombi South,Private,Gombi,ADSGMB07,Functional,eHA Polio,
Amana Nursing Home,"Maiha, Adamawa, Nigeria",10.06268311,13.18487549,Primary Health Center,Mayo Nguli,Private,Maiha,ADSMAH06,Functional,eHA Polio,Mayo Nguli Health Clinic
Bafa Clinic,,10.27270508,13.27807617,Primary Health Center,Lokuwa,Private,Mubi North,ADSMUB05,Functional,eHA Polio,
Baptist High School Clinic,,10.28851318,13.31268311,Educational Clinic,Vimtim,Secondary School,Mubi North,ADSMUB10,Unknown,eHA Polio,
Bishop Cotter Health Clinic,,10.26049805,13.26629639,Primary Health Center,Nassarawo,Private,Mubi South,ADSGYL09,Unknown,eHA Polio,Bishop T Cotter Memorial Health Cen
Bronum Lutherind Seminaly Clinic,,9.18583,12.52405,Primary Health Center,Mbamba,Private,Yola South,ADSYLA06,Unknown,eHA Polio,
Chicason Anglican Clinic,,9.05667,12.06272,Private Non Profit,Mbilla,Missions Religious,Mayo-Belwa,ADSMWA08,Unknown,eHA Polio,
Dazala Cbbi,,10.28588867,13.23828125,Primary Health Center,Yelwa,Private,Mubi North,ADSMUB11,Unknown,eHA Polio,Dazala Health Post
Federal College of Education Health Clinic,,9.241088867,12.45849609,Educational Clinic,Gwadabawa,Post Secondary School,Yola North,ADSYLN04,Functional,eHA Polio,
Galbole Clinic,,9.26505,12.45535,Primary Health Center,Alkalawa,Private,Yola North,ADSYLN02,Unknown,eHA Polio,
Gerio Nursing Home,,9.28697,12.42561,Primary Health Center,Jambutu,Private,Yola North,ADSYLN05,Unknown,eHA Polio,
Gizo Clinic,,9.30011,12.48498,Primary Health Center,Modire,Private,Girei,ADSGRE08,Functional,eHA Polio,
Government Secondary School Health Post,,9.459106445,12.03210449,Dispensary,Numan 1,Post Secondary School,Numan,ADSNUM06,Unknown,eHA Polio,
Graceland Clinic,,9.45945,12.03645,Primary Health Center,Sabon Pegi,Private,Numan,ADSNUM09,Unknown,eHA Polio,
Haske Nursing Home and Maternity,,9.256793457,12.42170149,Maternity Home,Karewa,Private,Yola North,ADSYLN06,Unknown,eHA Polio,
Jamaa Hospital,,10.16107178,12.74371338,Primary Health Center,Gombi South,Private,Gombi,ADSGMB07,Functional,eHA Polio,
Martamag Nursing and Maternity Home,,9.302307129,12.48431397,Maternity Home,Modire,Private,Girei,ADSGRE08,Unknown,eHA Polio,
Marternity Center Sili,,9.76591,11.9144,Primary Health Center,Chikila,Private,Guyuk,ADSGUY04,Unknown,eHA Polio,
Matco Clinic Limited,,9.240722656,12.45391846,Primary Health Center,Karewa,Private,Yola North,ADSYLN06,Unknown,eHA Polio,Matco Clinic
Mbangenmat Center,,8.67911,11.95396,Primary Health Center,Mbullo,Private,Jada,ADSJAD09,Functional,eHA Polio,
Mission For Primary Health Clinic,,9.29679,12.32356,Private Non Profit,Namtari,Missions Religious,Yola South,ADSYLA08,Unknown,eHA Polio,
New Market Clinic,,10.21046,13.25057,Primary Health Center,Lamurde,Private,Mubi South,ADSGYL06,Unknown,eHA Polio,
Safaran Maternity Clinic,"A13, Dilpurtu, Hong, Adamawa, Nigeria",10.23352,12.9381,Maternity Home,Shangui,Private,Hong,ADSHNG10,Functional,eHA Polio,
Samunaka Cbbi,,10.2901001,13.24847412,Primary Health Center,Lokuwa,Private,Mubi North,ADSMUB05,Unknown,eHA Polio,
Song Medical Center,,9.83186,12.61403,Medical Center,Song Gari,Private,Song,ADSSNG07,Unknown,eHA Polio,
St Francis Catholic Hospital,,9.283325196,12.41448975,Private Non Profit,Jambutu,Missions Religious,Yola North,ADSYLN05,Unknown,eHA Polio,
St Joseph Primary Health Care,,8.758483886,12.14447022,Primary Health Center,Jada 1,Private,Jada,ADSJAD02,Unknown,eHA Polio,
St Mary Primary Health Clinic,,8.977722168,12.40667725,Primary Health Center,Yadim,Private,Fufore,ADSFUR11,Unknown,eHA Polio,
St Mary Clinic,,10.15948486,12.73352051,Primary Health Center,Gombi South,Private,Gombi,ADSGMB07,Functional,eHA Polio,
State Polytechnic Clinic,,9.26219,12.4496,Educational Clinic,Karewa,Post Secondary School,Yola North,ADSYLN06,Unknown,eHA Polio,
Toungo Nursing and Maternity Home,,9.214294434,12.48712158,Maternity Home,Makama A,Private,Yola South,ADSYLA04,Unknown,eHA Polio,
Usa Hyala Hospital Garta,"Michika, Adamawa, Nigeria",10.59948731,13.50109863,Primary Health Center,Garta,Private,Michika,ADSMCH03,Functional,eHA Polio,
Valli Hospital,"Ganye - Jimeta Federal Road, Karewa, Yola South, Adamawa, 640221, Nigeria",9.246520996,12.45507813,Primary Health Center,Karewa,Private,Yola North,ADSYLN06,Unknown,eHA Polio,
Wamkari Memorial Clinic,,9.269897461,12.45007324,Primary Health Center,Luggere,Private,Yola North,ADSYLN08,Unknown,eHA Polio,
Zenithcare Consulting Clinic,,9.258117676,12.44012451,Primary Health Center,Karewa,Private,Yola North,ADSYLN06,Unknown,eHA Polio,Boshong
Abba Kumbo Health Clinic,"Yola - Gurin Federal Road, Wuro Ali, Fufore, Adamawa, Nigeria",9.21872,12.65056,Primary Health Center,Fufore,State Ministry of Health,Fufore,ADSFUR03,Functional,eHA Polio,
Ayuwa Health Clinic,"Kagii, Mubi South, Adamawa, Nigeria",10.1494751,13.23071289,Primary Health Center,Nduku,State Ministry of Health,Mubi South,ADSGYL10,Functional,eHA Polio,
Baguna Health Clinic,"Wadili, Mubi South, Adamawa, Nigeria",10.21612549,13.36352539,Primary Health Center,Mujara,State Ministry of Health,Mubi South,ADSGYL08,Functional,eHA Polio,Baguna
Balwhona Health Clinic,"Gombi - Baromari Road, Guyaku, Gombi, Adamawa, Nigeria",10.3177,12.68414,Primary Health Center,Guyaku,State Ministry of Health,Gombi,ADSGMB08,Functional,eHA Polio,
Bebe Health Clinic,"Gombi, Adamawa, Nigeria",10.26576,12.61267,Primary Health Center,Tawa,State Ministry of Health,Gombi,ADSGMB09,Functional,eHA Polio,
Beti Health Clinic,"Beti Health Clinic, Fufore, Adamawa, Nigeria",9.296394588,12.69913059,Primary Health Center,Ribadu,State Ministry of Health,Fufore,ADSFUR08,Functional,eHA Polio,
Bole Ii Health Clinic,,9.15597,12.50161,Primary Health Center,Bole Yolde Pate,State Ministry of Health,Yola South,ADSYLA03,Unknown,eHA Polio,
Bwate Health Clinic,"Numan, Guyuk, Adamawa, Nigeria",9.612304688,12.04827881,Primary Health Center,Bare,State Ministry of Health,Numan,ADSNUM01,Functional,eHA Polio,
Dejjah Health Clinic,"Mayo-Belwa, Adamawa, Nigeria",8.797729492,11.90911865,Primary Health Center,Tola,State Ministry of Health,Mayo-Belwa,ADSMWA11,Functional,eHA Polio,Health Post
Dirgimi Health Clinic,,10.68494,13.40255,Primary Health Center,Ninkisi / Wuro Ngiki,State Ministry of Health,Michika,ADSMCH10,Functional,eHA Polio,
Dulo Fulani Health Clinic,"Dulo Fulani Health Clinic, Fufore, Adamawa, Nigeria",9.29268,12.79221,Primary Health Center,Ribadu,State Ministry of Health,Fufore,ADSFUR08,Functional,eHA Polio,
Dziga Yerima Health Clinic,"Dziga Yerima Health Clinic, A13, Hong, Adamawa, Nigeria",10.21551514,13.03570557,Primary Health Center,Hoserezum,State Ministry of Health,Hong,ADSHNG07,Functional,eHA Polio,
Alamin Dispensary,"Mubi, Mubi North, Adamawa, Nigeria",10.26428223,13.26531982,Dispensary,Yelwa,State Primary Healthcare Development Agency,Mubi North,ADSMUB11,Unknown,eHA Polio,
Gajenbo Health Clinic,"Demsa, Adamawa, Nigeria",9.30847168,11.90527344,Primary Health Center,Bille,State Ministry of Health,Demsa,ADSDSA01,Functional,eHA Polio,Gejembo Health Past
Ganjara Health Clinic,"Gombi, Adamawa, Nigeria",10.16229248,12.54229736,Primary Health Center,Gaanda,State Ministry of Health,Gombi,ADSGMB03,Functional,eHA Polio,
Garin Chekke Health Clinic,"Karlahi, Fufore, Adamawa, Nigeria",9.090881347,12.70068359,Primary Health Center,Beti,State Ministry of Health,Fufore,ADSFUR01,Functional,eHA Polio,
Gurigwa Health Clinic,"Fufore, Adamawa, Nigeria",8.91619,12.59774,Primary Health Center,Karlahi,State Ministry of Health,Fufore,ADSFUR05,Functional,eHA Polio,
Gwagarap Health Clinic,"Garin Mairakuni, Shelleng, Adamawa, Nigeria",9.99088,12.05601,Primary Health Center,Bodwai,State Ministry of Health,Shelleng,ADSSHG02,Functional,eHA Polio,
Jau Health Clinic,"Gombi, Adamawa, Nigeria",10.37434,12.60438,Primary Health Center,Guyaku,State Ministry of Health,Gombi,ADSGMB08,Functional,eHA Polio,
Jiu Health Clinic,,9.80778,11.86475,Primary Health Center,Chikila,State Ministry of Health,Guyuk,ADSGUY04,Functional,eHA Polio,
Kula Dutse Health Clinic,,9.80134,12.10319,Primary Health Center,Talum,State Ministry of Health,Shelleng,ADSSHG10,Functional,eHA Polio,
Kwadadi Health Clinic,"A4, Guyuk, Adamawa, Nigeria",9.78508,11.96594,Primary Health Center,Banjiram,State Ministry of Health,Guyuk,ADSGUY01,Functional,eHA Polio,
Liringo Health Clinic,"Maya Belwa, Mayo-Belwa, Adamawa, Nigeria",9.070922852,12.034729,Primary Health Center,Ribadu,State Ministry of Health,Mayo-Belwa,ADSMWA10,Functional,eHA Polio,
Mbewa Health Clinic,"Gunjuku, Gombi, Adamawa, Nigeria",10.42875,12.57575,Primary Health Center,Garkida,State Ministry of Health,Gombi,ADSGMB05,Functional,eHA Polio,
Murgarang Health Clinic,"Demsa, Adamawa, Nigeria",9.46128,12.17605,Primary Health Center,Demsa,State Ministry of Health,Demsa,ADSDSA03,Functional,eHA Polio,
Ngalbi Health Clinic,"Hong, Adamawa, Nigeria",10.1737,12.91837,Primary Health Center,Thilbang,State Ministry of Health,Hong,ADSHNG11,Functional,eHA Polio,Ngalbi Health Post
Paragalda Health Clinic,"Pighem, Hong, Adamawa, Nigeria",10.394104,13.17889404,Primary Health Center,Hildi,State Ministry of Health,Hong,ADSHNG05,Functional,eHA Polio,Health Post Pargada
Pirkasa Health Clinic,"Gombi - Baromari Road, Puba Vidau, Gombi, Adamawa, Nigeria",10.35479,12.62369,Primary Health Center,Guyaku,State Ministry of Health,Gombi,ADSGMB08,Functional,eHA Polio,
Sabon Pegi Health Clinic,"Wuro Waziri Gadawa, Numan, Adamawa, Nigeria",9.53892,12.01486,Primary Health Center,Bare,State Ministry of Health,Numan,ADSNUM01,Functional,eHA Polio,
Sabonlayi Health Clinic,"Lafia, Larmurde, Adamawa, Nigeria",9.57858,11.73371,Primary Health Center,Ngbebogun,State Ministry of Health,Lamurde,ADSLMR06,Functional,eHA Polio,
Sheno Health Clinic,"Gombi, Adamawa, Nigeria",10.25808,12.57318,Primary Health Center,Tawa,State Ministry of Health,Gombi,ADSGMB09,Functional,eHA Polio,
Tagombali Health Clinic,"Tagombali Health Clinic, A4, Numan, Demsa, Adamawa, Nigeria",9.32943,11.8386,Primary Health Center,Kpasham,State Ministry of Health,Demsa,ADSDSA08,Functional,eHA Polio,
Town Health Clinic,"Michika, Adamawa, Nigeria",10.61943,13.39553,Primary Health Center,Michika 2,State Ministry of Health,Michika,ADSMCH07,Functional,eHA Polio,
Wakka Health Clinic,"Mayo-Belwa, Adamawa, Nigeria",9.05989,11.81048,Primary Health Center,Gorobi,State Ministry of Health,Mayo-Belwa,ADSMWA05,Functional,eHA Polio,
Wuro Ladde Health Clinic,"Laro, Maiha, Adamawa, Nigeria",9.889892578,13.20129395,Primary Health Center,Sorau A,State Ministry of Health,Maiha,ADSMAH08,Functional,eHA Polio,
Wuro Lamido Health Clinic,"Wuro Lamido Health Clinic, Wuro Lamido, Fufore, Adamawa, Nigeria",9.1923,12.23375,Primary Health Center,Mayo Inne,State Ministry of Health,Fufore,ADSFUR06,Functional,eHA Polio,
Wuroladde Health Clinic,"Shelleng, Adamawa, Nigeria",9.77331,12.05371,Primary Health Center,Talum,State Ministry of Health,Shelleng,ADSSHG10,Functional,eHA Polio,
Yanga Health Clinic,"Numan, Adamawa, Nigeria",9.40025,11.6611,Primary Health Center,Bwalki,State Ministry of Health,Numan,ADSNUM02,Functional,eHA Polio,
Yoffo Health Clinic,"Maya Belwa, Mayo-Belwa, Adamawa, Nigeria",9.046508789,12.02868652,Primary Health Center,Yoffo,State Ministry of Health,Mayo-Belwa,ADSMWA12,Functional,eHA Polio,
Dimkusum Health Clinic,"Jada, Adamawa, Nigeria",8.54121,12.08964,Primary Health Center,Danaba,State Ministry of Health,Jada,ADSJAD01,Functional,eHA Polio,
Gwadabawa Government House Clinic,"Jalingo, Girei, Adamawa, 640221, Nigeria",9.25701,12.47527,Federal Staff Clinic,Gwadabawa,State Ministry of Health,Yola North,ADSYLN04,Functional,eHA Polio,
Abba Murke Health Post,"Wuro Bajam, Girei, Adamawa, Nigeria",9.56768,12.45578,Dispensary,Jera Bonyo,State Primary Healthcare Development Agency,Girei,ADSGRE07,Unknown,eHA Polio,
Amdur Health Post,"Wuro Yaji, Gombi, Adamawa, Nigeria",10.078125,12.54852295,Dispensary,Gaanda,State Primary Healthcare Development Agency,Gombi,ADSGMB03,Unknown,eHA Polio,
Ammana Dispensary,"Sheri, Michika, Adamawa, Nigeria",10.46041,13.41817,Dispensary,Zah,State Primary Healthcare Development Agency,Michika,ADSMCH16,Unknown,eHA Polio,
Angwan Yandan Health Post,"Yola North, Adamawa, Nigeria",9.295288086,12.23712158,Dispensary,Ngurore,State Primary Healthcare Development Agency,Yola South,ADSYLA09,Unknown,eHA Polio,
Arnado Debbo Primary Health Care,"Arnado Debbo Primary Health Care, A8, Sugu, Ganye, Adamawa, Nigeria",8.409086398,12.05881206,Primary Health Center,Sugu,State Primary Healthcare Development Agency,Ganye,ADSGAN08,Functional,eHA Polio,
Ashaffa Health Post,"Bassa;Bazza, Michika, Adamawa, Nigeria",10.51515,13.33878,Dispensary,Betso,State Primary Healthcare Development Agency,Mubi North,ADSMUB02,Unknown,eHA Polio,
Ba Umshe Health Post,"Ba Umshe Health Post, Fufore, Adamawa, Nigeria",9.36601,12.69533,Dispensary,Pariya,State Primary Healthcare Development Agency,Fufore,ADSFUR07,Functional,eHA Polio,
Bafudun Health Post,"Mayo-Belwa, Adamawa, Nigeria",9.17787,11.72471,Dispensary,Gorobi,State Primary Healthcare Development Agency,Mayo-Belwa,ADSMWA05,Functional,eHA Polio,
Balauru Health Post,"Balauru Health Post, Jada, Adamawa, Nigeria",8.646118164,12.32452393,Dispensary,Yeli,State Primary Healthcare Development Agency,Jada,ADSJAD11,Functional,eHA Polio,
Bamako Health Post,"Mubi, Mubi North, Adamawa, Nigeria",10.25787354,13.26867676,Dispensary,Nassarawo,State Primary Healthcare Development Agency,Mubi South,ADSGYL09,Unknown,eHA Polio,
Bamga Health Post,"Gombi, Adamawa, Nigeria",10.10687256,12.54272461,Dispensary,Gaanda,State Primary Healthcare Development Agency,Gombi,ADSGMB03,Unknown,eHA Polio,
Banche Health Post,"Jada, Adamawa, Nigeria",8.641723633,12.27990723,Dispensary,Leko,State Primary Healthcare Development Agency,Jada,ADSJAD06,Unknown,eHA Polio,
Bapta Dispensary,,9.84233,12.36388,Dispensary,Dirma,State Primary Healthcare Development Agency,Song,ADSSNG01,Functional,eHA Polio,
Barhama Dispensary,"Barhama Dispensary, A8, DasHEN, Ganye, Adamawa, Nigeria",8.43337,12.04983,Dispensary,Ganye 1,State Primary Healthcare Development Agency,Ganye,ADSGAN03,Unknown,eHA Polio,
Bati Health Post,"Bati Health Post, Fufore, Adamawa, Nigeria",8.886108398,12.46008301,Dispensary,Yadim,State Primary Healthcare Development Agency,Fufore,ADSFUR11,Functional,eHA Polio,
Batum Maternal and Child Health Clinic,"Sebta, Song, Adamawa, Nigeria",9.85312,12.23581,Primary Health Center,Dirma,State Primary Healthcare Development Agency,Song,ADSSNG01,Functional,eHA Polio,
Bebel Primary Health Center,"Madagali, Adamawa, Nigeria",10.84948731,13.62872315,Primary Health Center,Bebel,State Primary Healthcare Development Agency,Madagali,ADSMDG01,Functional,eHA Polio,Bebel Health Clinic
Begni Health Post,"Begni Health Post, Fufore, Adamawa, Nigeria",8.890930176,12.39331055,Dispensary,Yadim,State Primary Healthcare Development Agency,Fufore,ADSFUR11,Unknown,eHA Polio,Health Post Begni
Bidda Wakka Health Post,"Bidda Wakka Health Post, Demsa, Adamawa, Nigeria",9.237670898,11.93688965,Dispensary,Bille,State Primary Healthcare Development Agency,Demsa,ADSDSA01,Functional,eHA Polio,
Biki Health Post,"Garin Mairakuni, Shelleng, Adamawa, Nigeria",9.94241,12.13212,Dispensary,Bodwai,State Primary Healthcare Development Agency,Shelleng,ADSSHG02,Unknown,eHA Polio,
Bilachi Health Post,"Bilachi Health Post, Bilachi, Fufore, Adamawa, Nigeria",9.377685547,12.84729004,Dispensary,Wuro Bokki,State Primary Healthcare Development Agency,Fufore,ADSFUR10,Unknown,eHA Polio,
Binyeri Primary Health Care,"Mayo-Belwa, Adamawa, Nigeria",8.742675781,11.83709717,Primary Health Center,Binyeri,State Primary Healthcare Development Agency,Mayo-Belwa,ADSMWA02,Functional,eHA Polio,Binyeri Basic Health Clinic
Bitiku Basic Health Center,"bitiku heath clinic, Madagali, Adamawa, Nigeria",10.88643,13.38017,Primary Health Center,Gulak,State Primary Healthcare Development Agency,Madagali,ADSMDG03,Functional,eHA Polio,
Boro Health Post,"Jada, Adamawa, Nigeria",8.641723633,12.10552979,Dispensary,Nyibago,State Primary Healthcare Development Agency,Jada,ADSJAD10,Unknown,eHA Polio,
Bosivani Health Post,"Bosivani Health Post, Fufore, Adamawa, Nigeria",8.79888916,12.48449707,Dispensary,Karlahi,State Primary Healthcare Development Agency,Fufore,ADSFUR05,Unknown,eHA Polio,Health Post Bosivani
Bulkutu Dispensary,"Bulkutu Dispensary, Larmurde, Adamawa, Nigeria",9.511291504,11.56829834,Dispensary,Suwa,State Primary Healthcare Development Agency,Lamurde,ADSLMR09,Unknown,eHA Polio,
Bunari Health Post,"Larmurde, Adamawa, Nigeria",9.482682938,11.47490609,Dispensary,Suwa,State Primary Healthcare Development Agency,Lamurde,ADSLMR09,Unknown,eHA Polio,
Bwade Maternity,"Badi, Mubi South, Adamawa, Nigeria",10.06405,13.27002,Maternity Home,Mayo Nguli,State Primary Healthcare Development Agency,Maiha,ADSMAH06,Functional,eHA Polio,
Bwara Dispensary,"Bwara, Song, Adamawa, Nigeria",9.84089,12.38817,Dispensary,Dirma,State Primary Healthcare Development Agency,Song,ADSSNG01,Functional,eHA Polio,
Byemti Clinic,"Numan, Demsa, Adamawa, Nigeria",9.466308594,11.83947754,Primary Health Center,Kodomti,State Primary Healthcare Development Agency,Numan,ADSNUM05,Functional,eHA Polio,
Mwarawo Health Post,"Demsa, Adamawa, Nigeria",9.511901855,12.2020874,Dispensary,Mbula,State Primary Healthcare Development Agency,Demsa,ADSDSA09,Unknown,eHA Polio,
Chakawa Basic Health Center,"chakawa basic heath clinic, A13, Visik, Madagali, Adamawa, Nigeria",10.89119,13.58189,Primary Health Center,Waga-Chakawa,State Primary Healthcare Development Agency,Madagali,ADSMDG09,Unknown,eHA Polio,
Changala Health Post,"Changala;Sangala, Yola North, Adamawa, Nigeria",9.37462,12.3378,Dispensary,Namtari,State Primary Healthcare Development Agency,Yola South,ADSYLA08,Unknown,eHA Polio,
Dadiri Health Post,"Sangasumi, Jada, Adamawa, Nigeria",8.465698242,12.05749512,Dispensary,Ganye 2,State Primary Healthcare Development Agency,Ganye,ADSGAN04,Unknown,eHA Polio,
Hoki Health Post,"hoki heath post, Larmurde, Adamawa, Nigeria",9.527282715,11.8717041,Dispensary,Opalo,State Primary Healthcare Development Agency,Lamurde,ADSLMR07,Unknown,eHA Polio,
Dadoru Health Post,"Mayo-Belwa, Adamawa, Nigeria",8.910888671,11.97131348,Dispensary,Jereng,State Primary Healthcare Development Agency,Mayo-Belwa,ADSMWA06,Functional,eHA Polio,Dadoru Health Clinic
Dagali Health Post,"Kircinga, Madagali, Adamawa, Nigeria",10.78771973,13.36187744,Dispensary,Kirchinga,State Primary Healthcare Development Agency,Madagali,ADSMDG05,Functional,eHA Polio,Health Post Dagali
Dakiyo Health Post,"Geren, Girei, Adamawa, Nigeria",9.513671875,12.30291748,Dispensary,Gereng,State Primary Healthcare Development Agency,Girei,ADSGRE03,Unknown,eHA Polio,
Dakza Health Post,"Hong, Adamawa, Nigeria",10.14910889,13.00268555,Dispensary,Daksiri,State Primary Healthcare Development Agency,Hong,ADSHNG02,Functional,eHA Polio,
Dalam Health Post,"Ganye, Adamawa, Nigeria",8.477722168,11.91552734,Dispensary,Gurumpawo,State Primary Healthcare Development Agency,Ganye,ADSGAN05,Functional,eHA Polio,
Dallum Dispensary,"Kelu, Larmurde, Adamawa, Nigeria",9.436889648,11.53009033,Dispensary,Suwa,State Primary Healthcare Development Agency,Lamurde,ADSLMR09,Unknown,eHA Polio,
Dandukulu Dispensary,"Mayo-Belwa, Adamawa, Nigeria",9.086914062,11.74810791,Dispensary,Gorobi,State Primary Healthcare Development Agency,Mayo-Belwa,ADSMWA05,Unknown,eHA Polio,Dandikulu Health Care
